date,Close,score,signal,策略总资产,买入持有总资产
2026-07-08,66387.85173942719,-0.3753,Sell,10462.607000776763,16205.53514380917
2026-07-09,66981.68956436576,0.0,Hold,10462.607000776763,16350.493287349307
2026-07-10,68916.21578426685,-0.3753,Sell,10462.607000776763,16822.718729532262
2026-07-11,64791.53390859176,0.0,Hold,10462.607000776763,15815.867696670955
2026-07-12,62930.320159804185,0.6705,Buy,10462.607000776763,15361.538116396183
2026-07-13,60035.050425533285,0.0,Hold,9981.248105509796,14654.79141198868
2026-07-14,60840.57568558087,-0.7506,Sell,10115.172328422928,14851.423289190612
2026-07-15,60694.45579162825,0.1779,Hold,10115.172328422928,14815.75484964006
2026-07-16,61031.70886845507,-0.34,Sell,10115.172328422928,14898.079649218247
2026-07-17,62087.29543687646,-0.34,Sell,10115.172328422928,15155.75247314134
2026-07-18,63095.52503146809,0.6476999999999999,Buy,10115.172328422928,15401.865273903644
2026-07-19,62588.49045579147,0.0,Hold,10033.886974083141,15278.096144161284
2026-07-20,63391.395009836386,0.33525,Buy,10162.604786057753,15474.088296743197
2026-07-21,64186.24075791648,0.1779,Hold,10290.030648863942,15668.11326316291
2026-07-22,63460.34472478235,0.0,Hold,10173.658474070115,15490.919192749565
2026-07-23,63884.745324902164,-0.3753,Sell,10241.696345287717,15594.517044767583
